101 t4 t4	101 001 100
000 t4 t4	000 000 000
110 t4 t4	110 110 110
010 t4 t4	010 010 010
001 t4 t4	001 100 111
100 t4 t4	100 111 011
001 t1 t3	001 001 101
111 t1 t3	111 100 011
100 t1 t3	100 011 100
101 t1 t3	101 000 111
010 t1 t3	010 101 000
110 t1 t3	110 111 110
000 t2 t1	000 101 000
111 t2 t1	111 100 011
100 t2 t1	100 110 111
011 t2 t1	011 111 100
010 t2 t1	010 010 101
001 t2 t1	001 001 001
001 t1 t5	001 001 000
110 t1 t5	110 111 111
011 t1 t5	011 010 110
000 t1 t5	000 110 011
111 t1 t5	111 100 101
100 t1 t5	100 011 100
001 t4 t5	001 100 101
010 t4 t5	010 010 110
110 t4 t5	110 110 011
100 t4 t5	100 111 111
101 t4 t5	101 001 000
111 t4 t5	111 011 100
101 t4 t3	101 001 101
110 t4 t3	110 110 001
111 t4 t3	111 011 100
011 t4 t3	011 101 000
001 t4 t3	001 100 011
000 t4 t3	000 000 111
010 t5 t1	010 110 111
111 t5 t1	111 111 100
110 t5 t1	110 011 010
011 t5 t1	011 100 011
001 t5 t1	001 000 110
000 t5 t1	000 001 001
111 t2 t2	111 100 110
101 t2 t2	101 011 111
110 t2 t2	110 000 101
011 t2 t2	011 111 100
000 t2 t2	000 101 011
001 t2 t2	001 001 001
011 t4 t4	011 101 001
111 t4 t4	111 011 101
000 t1 t3	000 110 001
011 t1 t3	011 010 010
101 t2 t1	101 011 010
110 t2 t1	110 000 110
010 t1 t5	010 101 010
101 t1 t5	101 000 001
000 t4 t5	000 000 001
011 t4 t5	011 101 010
100 t4 t3	100 111 110
010 t4 t3	010 010 010
100 t5 t1	100 101 000
101 t5 t1	101 010 101
100 t2 t2	100 110 000
010 t2 t2	010 010 010
