100 t5 t4	100 101 001
000 t2 t4	000 101 001
110 t1 t2	110 111 100
001 t3 t4	001 101 001
010 t4 t3	010 010 010
000 t6 t6	000 011 111
000 t4 t5	000 000 001
101 t3 t6	101 000 011
111 t5 t1	111 111 100
001 t4 t5	001 100 101
011 t5 t1	011 100 011
010 t4 t2	010 010 010
000 t1 t5	000 110 011
010 t2 t3	010 010 010
100 t4 t3	100 111 110
001 t4 t1	001 100 011
100 t2 t4	100 110 110
010 t4 t6	010 010 101
110 t3 t2	110 001 001
111 t5 t5	111 111 111
001 t1 t4	001 001 100
110 t6 t5	110 001 000
110 t2 t1	110 000 110
001 t2 t3	001 001 101
111 t3 t6	111 110 001
000 t2 t6	000 101 000
010 t5 t2	010 110 000
011 t2 t2	011 111 100
101 t2 t6	101 011 111
110 t5 t5	110 011 100
110 t5 t4	110 011 101
000 t1 t1	000 110 111
001 t4 t4	001 100 111
111 t1 t1	111 100 011
000 t3 t4	000 111 011
011 t6 t1	011 111 100
010 t1 t3	010 101 000
100 t1 t3	100 011 100
001 t6 t1	001 010 101
111 t3 t1	111 110 111
100 t1 t4	100 011 101
001 t5 t2	001 000 101
011 t4 t6	011 101 000
010 t2 t5	010 010 110
010 t4 t4	010 010 010
111 t6 t6	111 100 110
111 t4 t1	111 011 010
100 t3 t1	100 011 010
001 t1 t2	001 001 001
111 t3 t2	111 110 000
000 t2 t5	000 101 010
011 t6 t5	011 111 111
001 t1 t5	001 001 000
111 t2 t2	111 100 110
001 t4 t2	001 100 110
111 t2 t1	111 100 011
