000 t3 t3	000 111 110
000 t2 t4	000 101 001
010 t4 t6	010 010 101
001 t3 t1	001 101 000
111 t1 t1	111 100 011
010 t4 t2	010 010 010
100 t4 t5	100 111 111
101 t6 t3	101 000 111
001 t6 t3	001 010 010
011 t3 t4	011 100 111
010 t1 t3	010 101 000
001 t2 t2	001 001 001
000 t2 t1	000 101 000
110 t1 t6	110 111 100
111 t3 t2	111 110 000
011 t6 t2	011 111 100
100 t2 t4	100 110 110
001 t1 t4	001 001 100
000 t3 t5	000 111 111
111 t2 t2	111 100 110
000 t4 t3	000 000 111
000 t6 t5	000 011 100
110 t6 t2	110 001 001
000 t6 t6	000 011 111
111 t4 t1	111 011 010
000 t2 t5	000 101 010
011 t3 t5	011 100 101
100 t6 t4	100 110 110
010 t2 t5	010 010 110
011 t6 t6	011 111 100
101 t3 t2	101 000 101
101 t4 t6	101 001 010
010 t1 t4	010 101 001
100 t2 t6	100 110 001
011 t3 t1	011 100 011
011 t4 t2	011 101 011
011 t1 t3	011 010 010
100 t6 t1	100 110 111
001 t4 t5	001 100 101
010 t5 t6	010 110 001
010 t6 t5	010 101 010
000 t6 t4	000 011 101
100 t5 t4	100 101 001
001 t5 t6	001 000 011
011 t4 t3	011 101 000
011 t1 t1	011 010 101
101 t1 t6	101 000 011
111 t2 t6	111 100 110
111 t2 t1	111 100 011
110 t3 t3	110 001 101
001 t1 t5	001 001 000
100 t1 t5	100 011 100
001 t5 t4	001 000 000
000 t3 t4	000 111 011
100 t4 t1	100 111 100
101 t6 t1	101 000 110
